"","iso2c","country","year","status","Mortality_rate_neonatal","Maternal_mortality_ratio","Mortality_rate_infant","Mortality_rate_infant_male","Mortality_rate_infant_female","iso3c","region","capital","longitude","latitude","income","lending"
"675","BS","Bahamas, The",2005,"",8.7,77,14.4,15.4,13.3,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"676","BS","Bahamas, The",2016,"",7.3,72,11.7,12.5,10.9,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"677","BS","Bahamas, The",2002,"",8.3,78,14.1,15.1,13.1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"678","BS","Bahamas, The",2003,"",8.5,79,14.3,15.2,13.3,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"679","BS","Bahamas, The",2015,"",7.4,74,12,12.8,11.1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"680","BS","Bahamas, The",2009,"",8.3,78,13.6,14.5,12.6,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"681","BS","Bahamas, The",2006,"",8.7,78,14.3,15.3,13.3,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"682","BS","Bahamas, The",2007,"",8.6,77,14.1,15.1,13.1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"683","BS","Bahamas, The",2008,"",8.5,77,13.9,14.8,12.9,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"684","BS","Bahamas, The",2000,"",8,75,13.9,14.8,12.9,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"685","BS","Bahamas, The",2012,"",7.8,78,12.8,13.6,11.8,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"686","BS","Bahamas, The",2013,"",7.7,78,12.5,13.3,11.6,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"687","BS","Bahamas, The",2014,"",7.5,77,12.2,13.1,11.4,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"688","BS","Bahamas, The",2019,"",6.9,NA,14.5,15.3,13.7,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"689","BS","Bahamas, The",2020,"",6.6,NA,10.5,11.2,9.8,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"690","BS","Bahamas, The",2017,"",7.2,70,11.4,12.2,10.6,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"691","BS","Bahamas, The",2018,"",7,NA,11.2,11.9,10.3,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"692","BS","Bahamas, The",2010,"",8.1,78,13.3,14.2,12.4,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"693","BS","Bahamas, The",2011,"",7.9,78,13,13.9,12.1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"694","BT","Bhutan",2010,"",22.5,247,34.1,36.9,31.1,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"695","BT","Bhutan",2001,"",30.9,384,54.8,58.5,50.8,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"696","BT","Bhutan",2002,"",30,365,52.2,55.8,48.3,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"697","BT","Bhutan",2011,"",21.6,239,32.4,35.2,29.5,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"698","BT","Bhutan",2000,"",31.8,423,57.5,61.3,53.4,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"699","BT","Bhutan",2005,"",27.1,310,44.7,48.1,41.1,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"700","BT","Bhutan",2006,"",26.2,291,42.3,45.6,38.8,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"701","BT","Bhutan",2007,"",25.3,275,40.1,43.3,36.7,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"702","BT","Bhutan",2008,"",24.4,264,38,41,34.7,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"703","BT","Bhutan",2009,"",23.4,255,36,38.9,32.8,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"704","BT","Bhutan",2012,"",20.8,231,31,33.6,28.1,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"705","BT","Bhutan",2013,"",20.1,223,29.6,32.2,26.9,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"706","BT","Bhutan",2014,"",19.3,214,28.5,31,25.8,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"707","BT","Bhutan",2015,"",18.4,203,27.4,29.9,24.8,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"708","BT","Bhutan",2016,"",17.6,193,26.5,28.9,23.9,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"709","BT","Bhutan",2017,"",17,183,25.6,27.9,23.1,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"710","BT","Bhutan",2003,"",29,348,49.7,53.2,45.9,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"711","BT","Bhutan",2004,"",28,332,47.2,50.6,43.5,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"712","BT","Bhutan",2020,"",15.3,NA,23.2,25.3,20.9,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"713","BT","Bhutan",2018,"",16.3,NA,24.7,27,22.3,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"714","BT","Bhutan",2019,"",15.7,NA,23.9,26.1,21.6,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"715","BW","Botswana",2000,"",16.6,262,45.2,49.1,41,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"716","BW","Botswana",2001,"",17,271,44.6,48.5,40.4,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"717","BW","Botswana",2004,"",19.6,264,42.1,45.9,38.2,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"718","BW","Botswana",2005,"",20.4,239,38.9,42.4,35.2,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"719","BW","Botswana",2002,"",17.8,278,43.9,47.7,39.8,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"720","BW","Botswana",2003,"",18.7,278,43.1,46.9,39.1,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"721","BW","Botswana",2008,"",22,203,40.3,43.9,36.4,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"722","BW","Botswana",2009,"",22.4,189,40.1,43.7,36.3,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"723","BW","Botswana",2006,"",21,221,38.1,41.6,34.4,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"724","BW","Botswana",2007,"",21.6,209,39.5,43.1,35.8,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"725","BW","Botswana",2012,"",23.1,170,40.2,43.8,36.3,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"726","BW","Botswana",2013,"",23.2,164,39.4,43,35.6,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"727","BW","Botswana",2014,"",23.3,160,40.1,43.7,36.2,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"728","BW","Botswana",2015,"",23.3,156,39.6,43.2,35.8,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"729","BW","Botswana",2016,"",23.2,151,39.3,43,35.5,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"730","BW","Botswana",2017,"",23,144,38.2,41.8,34.4,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"731","BW","Botswana",2018,"",22.7,NA,37.6,41.1,33.8,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"732","BW","Botswana",2019,"",22.3,NA,36.9,40.4,33.2,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"733","BW","Botswana",2020,"",21.9,NA,36.1,39.5,32.5,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"734","BW","Botswana",2011,"",22.9,176,41.1,44.9,37.2,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"735","BW","Botswana",2010,"",22.7,179,39.5,43.1,35.7,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
"736","BY","Belarus",2001,"",5.5,19,9.2,10.5,7.8,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"737","BY","Belarus",2002,"",5,18,8.5,9.7,7.2,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"738","BY","Belarus",2000,"",6,22,9.9,11.4,8.4,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"739","BY","Belarus",2005,"",3.5,11,6.7,7.7,5.7,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"740","BY","Belarus",2006,"",3,9,6.2,7,5.3,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"741","BY","Belarus",2007,"",2.6,7,5.6,6.3,4.8,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"742","BY","Belarus",2008,"",2.2,6,5.1,5.7,4.4,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"743","BY","Belarus",2009,"",2,6,4.6,5.2,4,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"744","BY","Belarus",2012,"",1.7,4,3.7,4.1,3.2,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"745","BY","Belarus",2013,"",1.7,3,3.5,3.9,3,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"746","BY","Belarus",2010,"",1.8,5,4.3,4.8,3.7,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"747","BY","Belarus",2011,"",1.7,5,3.9,4.4,3.4,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"748","BY","Belarus",2016,"",1.5,3,2.9,3.3,2.6,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"749","BY","Belarus",2017,"",1.4,2,2.7,3.1,2.4,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"750","BY","Belarus",2003,"",4.5,15,7.8,9,6.7,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"751","BY","Belarus",2004,"",4,13,7.3,8.3,6.2,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"752","BY","Belarus",2020,"",1,NA,2.2,2.4,1.9,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"753","BY","Belarus",2018,"",1.2,NA,2.5,2.8,2.2,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"754","BY","Belarus",2019,"",1.1,NA,2.4,2.6,2.1,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"755","BY","Belarus",2015,"",1.6,3,3.1,3.5,2.7,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"756","BY","Belarus",2014,"",1.6,3,3.3,3.7,2.9,"BLR","Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD"
"757","BZ","Belize",2001,"",11.6,88,19.4,21.4,17.3,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"758","BZ","Belize",2015,"",10.1,43,13.2,14.4,11.9,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"759","BZ","Belize",2016,"",9.6,39,12.5,13.7,11.2,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"760","BZ","Belize",2000,"",12,89,20,22,17.8,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"761","BZ","Belize",2004,"",10,75,18.2,20,16.3,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"762","BZ","Belize",2005,"",9.4,70,17.9,19.6,16,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"763","BZ","Belize",2002,"",11.1,82,18.9,20.8,16.9,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"764","BZ","Belize",2003,"",10.6,80,18.5,20.3,16.6,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"765","BZ","Belize",2010,"",9.3,54,16.2,17.7,14.6,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"766","BZ","Belize",2011,"",10,52,15.7,17.2,14.2,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"767","BZ","Belize",2012,"",10.4,50,15.2,16.6,13.7,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"768","BZ","Belize",2013,"",10.5,48,14.6,15.9,13.1,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"769","BZ","Belize",2014,"",10.4,46,13.9,15.2,12.5,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"770","BZ","Belize",2019,"",8.1,NA,10.6,11.5,9.5,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"771","BZ","Belize",2020,"",7.7,NA,10,11,9,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"772","BZ","Belize",2017,"",9.1,36,11.8,12.9,10.6,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"773","BZ","Belize",2018,"",8.6,NA,11.1,12.2,10.1,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"774","BZ","Belize",2007,"",8.4,61,17.3,19,15.6,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"775","BZ","Belize",2008,"",8.4,59,17,18.6,15.3,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"776","BZ","Belize",2009,"",8.7,57,16.6,18.2,15,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"777","BZ","Belize",2006,"",8.7,65,17.6,19.3,15.8,"BLZ","Latin America & Caribbean","Belmopan","-88.7713","17.2534","Lower middle income","IBRD"
"778","CA","Canada",2008,"",3.8,12,5.1,5.5,4.7,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"779","CA","Canada",2009,"",3.8,12,5,5.4,4.6,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"780","CA","Canada",2000,"",3.8,9,5.3,5.7,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"781","CA","Canada",2005,"",3.9,11,5.2,5.6,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"782","CA","Canada",2006,"",3.9,11,5.2,5.6,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"783","CA","Canada",2007,"",3.8,11,5.1,5.5,4.7,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"784","CA","Canada",2012,"",3.7,11,4.9,5.2,4.5,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"785","CA","Canada",2013,"",3.6,11,4.8,5.1,4.4,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"786","CA","Canada",2010,"",3.8,11,5,5.3,4.6,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"787","CA","Canada",2011,"",3.7,11,4.9,5.3,4.5,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"788","CA","Canada",2003,"",3.9,10,5.3,5.7,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"789","CA","Canada",2004,"",3.9,10,5.3,5.7,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"790","CA","Canada",2001,"",3.8,10,5.3,5.7,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"791","CA","Canada",2002,"",3.9,10,5.3,5.7,4.8,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"792","CA","Canada",2020,"",3.2,NA,4.4,4.7,4,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"793","CA","Canada",2016,"",3.5,10,4.6,4.9,4.3,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"794","CA","Canada",2018,"",3.3,NA,4.5,4.8,4.2,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"795","CA","Canada",2019,"",3.3,NA,4.4,4.8,4.1,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"796","CA","Canada",2015,"",3.6,11,4.7,5,4.3,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"797","CA","Canada",2017,"",3.4,10,4.6,4.9,4.2,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"798","CA","Canada",2014,"",3.6,11,4.7,5.1,4.4,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"799","CD","Congo, Dem. Rep.",2001,"",38,740,104.4,112.6,95.8,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"800","CD","Congo, Dem. Rep.",2000,"",38.4,760,106.5,114.8,97.9,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"801","CD","Congo, Dem. Rep.",2012,"",31.1,524,79.1,85.8,72,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"802","CD","Congo, Dem. Rep.",2013,"",30.6,514,77,83.6,70.1,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"803","CD","Congo, Dem. Rep.",2002,"",37.6,734,102.2,110.3,93.6,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"804","CD","Congo, Dem. Rep.",2003,"",37.2,699,99.9,107.9,91.5,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"805","CD","Congo, Dem. Rep.",2004,"",36.6,661,97.5,105.5,89.2,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"806","CD","Congo, Dem. Rep.",2005,"",36,627,95.2,103,86.9,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"807","CD","Congo, Dem. Rep.",2009,"",33,555,85.8,93,78.2,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"808","CD","Congo, Dem. Rep.",2010,"",32.3,542,83.5,90.5,76.1,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"809","CD","Congo, Dem. Rep.",2011,"",31.7,532,81.3,88.1,74,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"810","CD","Congo, Dem. Rep.",2016,"",29,481,71.1,77.2,64.6,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"811","CD","Congo, Dem. Rep.",2017,"",28.5,473,69.1,75.2,62.8,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"812","CD","Congo, Dem. Rep.",2014,"",30,500,75,81.5,68.2,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"813","CD","Congo, Dem. Rep.",2015,"",29.5,490,73,79.3,66.3,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"814","CD","Congo, Dem. Rep.",2020,"",26.8,NA,63.8,69.5,57.6,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"815","CD","Congo, Dem. Rep.",2007,"",34.5,578,90.4,97.9,82.5,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"816","CD","Congo, Dem. Rep.",2018,"",27.9,NA,67.3,73.2,61,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"817","CD","Congo, Dem. Rep.",2019,"",27.3,NA,65.5,71.3,59.3,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"818","CD","Congo, Dem. Rep.",2006,"",35.3,598,92.8,100.4,84.7,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"819","CD","Congo, Dem. Rep.",2008,"",33.8,565,88.1,95.4,80.3,"COD","Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"820","CF","Central African Republic",2006,"",48,1170,104.8,112.5,96.7,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"821","CF","Central African Republic",2002,"",48.7,1280,108.5,116.3,100.4,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"822","CF","Central African Republic",2003,"",48.6,1250,107.7,115.5,99.7,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"823","CF","Central African Republic",2007,"",47.7,1130,103.7,111.5,95.7,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"824","CF","Central African Republic",2005,"",48.2,1200,106.1,113.9,98.1,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"825","CF","Central African Republic",2020,"",38.8,NA,77.5,83.7,70.9,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"826","CF","Central African Republic",2008,"",47.2,1090,102.5,110.1,94.6,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"827","CF","Central African Republic",2004,"",48.4,1230,106.9,114.7,99,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"828","CF","Central African Republic",2010,"",46.1,1000,99,106.4,91.1,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"829","CF","Central African Republic",2011,"",45.5,981,96.7,104,89,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"830","CF","Central African Republic",2012,"",44.7,963,94.5,101.7,87,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"831","CF","Central African Republic",2009,"",46.7,1050,100.6,108.1,92.8,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"832","CF","Central African Republic",2000,"",49,1280,109.9,117.8,101.6,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"833","CF","Central African Republic",2001,"",48.9,1290,109.2,117.1,101,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"834","CF","Central African Republic",2016,"",41.7,890,85.6,92.3,78.5,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"835","CF","Central African Republic",2017,"",41,829,83.8,90.4,76.7,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"836","CF","Central African Republic",2018,"",40.2,NA,81.6,88.1,74.6,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"837","CF","Central African Republic",2019,"",39.6,NA,79.1,85.5,72.2,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"838","CF","Central African Republic",2015,"",42.5,912,87.9,94.9,80.8,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"839","CF","Central African Republic",2013,"",43.9,1030,93,100.1,85.6,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"840","CF","Central African Republic",2014,"",43.2,961,90.5,97.4,83.2,"CAF","Sub-Saharan Africa","Bangui","21.6407","5.63056","Low income","IDA"
"841","CG","Congo, Rep.",2000,"",30.7,739,72.4,78.2,66.3,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"842","CG","Congo, Rep.",2012,"",21.8,468,40.7,44.6,36.6,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"843","CG","Congo, Rep.",2004,"",27.5,724,60.7,65.8,55.4,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"844","CG","Congo, Rep.",2001,"",30.2,752,70.7,76.4,64.8,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"845","CG","Congo, Rep.",2002,"",29.5,769,68,73.5,62.3,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"846","CG","Congo, Rep.",2003,"",28.6,757,64.6,69.8,59.1,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"847","CG","Congo, Rep.",2008,"",23.7,552,46.9,51.3,42.3,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"848","CG","Congo, Rep.",2009,"",23,526,44.7,49,40.3,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"849","CG","Congo, Rep.",2010,"",22.5,506,43,47.2,38.7,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"850","CG","Congo, Rep.",2011,"",22.1,488,41.7,45.8,37.5,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"851","CG","Congo, Rep.",2016,"",20.2,397,36.6,40.2,32.8,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"852","CG","Congo, Rep.",2013,"",21.4,449,39.7,43.5,35.6,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"853","CG","Congo, Rep.",2014,"",21.1,433,38.7,42.4,34.7,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"854","CG","Congo, Rep.",2015,"",20.7,416,37.6,41.3,33.7,"COG","Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
